user_id,url,date,text,num_comments,num_likes,is_video,video_view_count,is_top,other_tags
450947010,https://www.instagram.com/p/70RLEkH2_q/,2015-09-19 15:09:50,#esp8266 #nodemcu #arduino #ssd1306 #oled #i2c #weather #panel #plovdiv #maina #napravisisam #ръцетемипречат #plovediv #diy,1,29,False,,False,"esp8266,nodemcu,arduino,ssd1306,oled,i2c,weather,panel,plovdiv,maina,napravisisam,ръцетемипречат,plovediv,diy"
71140,https://www.instagram.com/p/7Jp4bRkdXH/,2015-09-03 01:58:24,"Well that was easy, thanks to @adafruit #arduino #ssd1306 #oled",0,27,False,,False,"arduino,ssd1306,oled"
1921623668,https://www.instagram.com/p/5pmWlSOVRH/,2015-07-27 18:40:29,My #weareable #smart #watch #project is almost completed... I have to just add some #buttons... Using #arduino #promini #NRF24L01 #wireless #transceiver #DS3231 #real #time #clock and #SSD1306 #OLED #display,3,48,False,,False,"weareable,smart,watch,project,buttons...,arduino,promini,NRF24L01,wireless,transceiver,DS3231,real,time,clock,SSD1306,OLED,display"
6885187,https://www.instagram.com/p/5CXMKfgvGc/,2015-07-12 12:57:36,Prototype of #smartobject for #IoT #wifi applications with #oled #ssd1306 #display,0,13,True,0.0,False,"smartobject,IoT,wifi,oled,ssd1306,display"
200074464,https://www.instagram.com/p/4_PBP-RceJ/,2015-07-11 07:48:29,#arduino #Oled #ssd1306 #HucDuino,0,59,False,,False,"arduino,Oled,ssd1306,HucDuino"
200074464,https://www.instagram.com/p/4_O2NIRcd-/,2015-07-11 07:46:59,#arduino #Oled #ssd1306 #HucDuino,0,57,False,,False,"arduino,Oled,ssd1306,HucDuino"
992599415,https://www.instagram.com/p/4RTxtNRQEK/,2015-06-23 11:44:59,#arduino #ардуино #mega2560  #gsm #sim900 #умныйдом #oled #i2c #128x64 #ssd1306,2,39,False,,False,"arduino,ардуино,mega2560,gsm,sim900,умныйдом,oled,i2c,128x64,ssd1306"
992599415,https://www.instagram.com/p/4D2w6vRQB3/,2015-06-18 06:21:21,#электрощит #умнаядача #arduino #ардуино #mega2560  #gsm #sim900 #умныйдом #oled #i2c #128x64 #ssd1306,4,41,False,,False,"электрощит,умнаядача,arduino,ардуино,mega2560,gsm,sim900,умныйдом,oled,i2c,128x64,ssd1306"
992599415,https://www.instagram.com/p/4CJrE2RQCM/,2015-06-17 14:28:06,#arduino #ардуино #mega2560  #gsm #sim900 #умныйдом #oled #i2c #128x64 #ssd1306,0,45,True,0.0,False,"arduino,ардуино,mega2560,gsm,sim900,умныйдом,oled,i2c,128x64,ssd1306"
992599415,https://www.instagram.com/p/2jLSKGxQH9/,2015-05-11 17:14:19,#arduino #ардуино #mega2560  #gsm #sim900 #умныйдом #oled #i2c #128x64 #ssd1306,0,27,False,,False,"arduino,ардуино,mega2560,gsm,sim900,умныйдом,oled,i2c,128x64,ssd1306"
441773198,https://www.instagram.com/p/1LiCg8sfxc/,2015-04-07 16:20:00,Finally a working #SSD1306 display. Bought 3 broken ones before this one... #arduino,0,6,False,,False,"SSD1306,arduino"
43022238,https://www.instagram.com/p/058MQIov_N/,2015-03-31 20:22:11,#arduino #oled #ssd1306 #128x64 #banggood display testing - cool! ✌️😄,3,9,True,0.0,False,"arduino,oled,ssd1306,128x64,banggood"
318756407,https://www.instagram.com/p/0xr5KKlgI1/,2015-03-28 15:25:51,Hello World! #happyarduinoday #SSD1306 #arduino,1,5,False,,False,"happyarduinoday,SSD1306,arduino"
390858087,https://www.instagram.com/p/0EcLlbMEDB/,2015-03-11 01:42:44,Another project I want to do. #ArduinoUnoR3 #Instagramer #Instagramers #ElectricalEngineering #ComputerScience,11,31,False,,False,"ArduinoUnoR3,Instagramer,Instagramers,ElectricalEngineering,ComputerScience"
992599415,https://www.instagram.com/p/x56vnkRQGf/,2015-01-16 06:35:21,#ардуино #arduino #oled #128x64 #ssd1306,5,40,True,0.0,False,"ардуино,arduino,oled,128x64,ssd1306"
441773198,https://www.instagram.com/p/xH3bLFsf2V/,2014-12-27 20:04:19,This is NOT how it should look. Any tips? #arduino #ssd1306,0,13,False,,False,"arduino,ssd1306"
441773198,https://www.instagram.com/p/w01AMhsf7Z/,2014-12-20 10:37:36,#ssd1306 #oled,0,3,False,,False,"ssd1306,oled"
992599415,https://www.instagram.com/p/vEiMyBxQMZ/,2014-11-06 19:58:21,Умная дача. Второй контроллер. Обзавелся информативным amoled дисплеем. #arduino #ардуино #oled #128x64 #ssd1306,0,17,False,,False,"arduino,ардуино,oled,128x64,ssd1306"
1490365314,https://www.instagram.com/p/tqsr6IhO6V/,2014-10-02 22:38:20,"Digital #potentiometer #mcp41010 and #arduino #nano 
Works perfectly :-D
#digipot #diy #SPI #I2C #oled  #adafruit #ssd1306",0,22,True,0.0,False,"potentiometer,mcp41010,arduino,nano,digipot,diy,SPI,I2C,oled,adafruit,ssd1306"
6495573946,https://www.instagram.com/p/B-tc9yBDy-H/,2020-04-08 06:41:36,"Raspberry Pi 3B+ Playground 🤖

#ADS1115 #ADC #BMP280 #Led #GPIO #GPIOExtensionBoard #SSD1306 #I2C #Headless #RaspberryPi3Bplus #RaspberryPi #Playground #Sensors #Programmer #Python3  #LightSensor #TempSensor #Protoboard #PythonPrograming",7,165,False,,True,"ADS1115,ADC,BMP280,Led,GPIO,GPIOExtensionBoard,SSD1306,I2C,Headless,RaspberryPi3Bplus,RaspberryPi,Playground,Sensors,Programmer,Python3,LightSensor,TempSensor,Protoboard,PythonPrograming"
1080920,https://www.instagram.com/p/ByzSWhNhm8s/,2019-06-17 06:47:35,👉,64,713,False,,True,
28201492776,https://www.instagram.com/p/B88jpoZphSx/,2020-02-24 10:25:51,"موضوع: آشنايي با ماژول نمايشگر 
مدرس: استاد ملك زاده
سطح: پيشرفته

@electro.expert 💡
@electro.expert 💡
@electro.expert 💡
💡
@ma_malekzadeh

#الكترونيك #برق #آموزش #دانشجو #دانش_آموز #پروژه #پروژه_دانشجويي #علم #علم_آموزش #اشتغال #علاقه #نانو_صنعت_كارون #فانكشن_ژنراتور #مقاومت #برد_هزار_سوراخ #ال_اي_دي
#electronicsprojects #electronic #electronics #student #education #job #favourite #nano_sanat_karoon #function_generator #resistor #prototype_PCB #PCB #OLED #ssd1306",17,271,False,,True,"الكترونيك,برق,آموزش,دانشجو,دانش_آموز,پروژه,پروژه_دانشجويي,علم,علم_آموزش,اشتغال,علاقه,نانو_صنعت_كارون,فانكشن_ژنراتور,مقاومت,برد_هزار_سوراخ,ال_اي_دي,electronicsprojects,electronic,electronics,student,education,job,favourite,nano_sanat_karoon,function_generator,resistor,prototype_PCB,PCB,OLED,ssd1306"
4526729786,https://www.instagram.com/p/B3J1HfKgmEC/,2019-10-03 11:00:14,"[Issue 27] Sorting through resistors can be an arduous task, especially in poor light, but Andrew found an easier way. Discover his solution on p57 or go to ⁠link in bio.⁠
⁠
⁠
#diyode #diyodemag #resistor #resistors #resistorsorter #arduino #arduinolove #arduinonano #FedericoVivaldi #ohm #ohms #ohmmeter #ohmeter #diyelectronics #oled #arduinoproject #resistance #electronics #multimeter #electricalengineer #electropeak #64x128 #i2c #ssd1306",4,101,False,,True,"diyode,diyodemag,resistor,resistors,resistorsorter,arduino,arduinolove,arduinonano,FedericoVivaldi,ohm,ohms,ohmmeter,ohmeter,diyelectronics,oled,arduinoproject,resistance,electronics,multimeter,electricalengineer,electropeak,64x128,i2c,ssd1306"
8369289656,https://www.instagram.com/p/CFclSRQjqqn/,2020-09-22 17:07:14,"DIY Multifunction Energy Meter V2.0
@opengreenenergy

The device can measures the following and upload the data to Blynk.

👉Voltage
👉Current
👉Power
👉Energy
👉Capacity
👉Temperature

YouTube video link is on my bio..
⠀
#arduinodisplay #arduino #ina219 #energymeter #wattmeter #voltmeter #temperaturemeasurement #arduinoprojects #esp8266wifi #esp8266 #wemosd1mini #opengreenenergy #solarplant #solarmonitoring #opensourcehardware #maker #makerspace #breadboarding #ssd1306 @pcbway
#blynkproject #blynkapp #usbdevice #usbtester",2,446,True,5655.0,True,"arduinodisplay,arduino,ina219,energymeter,wattmeter,voltmeter,temperaturemeasurement,arduinoprojects,esp8266wifi,esp8266,wemosd1mini,opengreenenergy,solarplant,solarmonitoring,opensourcehardware,maker,makerspace,breadboarding,ssd1306,blynkproject,blynkapp,usbdevice,usbtester"
218099456,https://www.instagram.com/p/B1dX2T7AurB/,2019-08-22 08:06:30,"Doing a deep dive learning on how to initialize and work an OLED display SSD1306. Ie how libraries do it in detail behind the scenes. For this, reading the datasheet of the device display is a must. From this information, you can already think of possible functions to create, like make the display inverse color, or adjust contrast, speed, brightness, direction of screen updates, etc. #python #maixduino #kendryte #k210 #iot #internetofthings #ai #artificialintelligence #ml #machinelearning #oled #ssd1306 #micropython",3,258,False,,True,"python,maixduino,kendryte,k210,iot,internetofthings,ai,artificialintelligence,ml,machinelearning,oled,ssd1306,micropython"
1369145672,https://www.instagram.com/p/BwrmenyBbHk/,2019-04-25 14:06:44,"RPN scientific calculators were quite popular in the ’70s and ’80s, particularly for models produced by Hewlett-Packard. If you’re interested in building your own RPN scientific calculator, GitHubber ZOOXO has a great open source design.
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
This RPN scientific calculator, called SCOTT, is the successor to ZOOXO’s previous design ScArY. That earlier project was based on a commercial development board and only had a 7 segment display. For this new model, ZOOXO decided to build the circuit from scratch, which allows for the use of a more versatile SSD1306 OLED display.
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
The other major components are a @microchipmakes ATtiny85 microcontroller and a 16 key one-wire keypad. Of the five regular I/O pins on the ATtiny85, only three are being used: two for the display’s I2C connection, and one for the keypad.
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
// 🔢 bit.ly/diy-calculator
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
// 📷 github.com/zooxo
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#hackster #calculator #scientificcalculator #attiny85 #oleddisplay #ssd1306 #hardware #opensource #makers",3,746,False,,True,"hackster,calculator,scientificcalculator,attiny85,oleddisplay,ssd1306,hardware,opensource,makers"
1369145672,https://www.instagram.com/p/CEk8Sy-sQMY/,2020-09-01 02:30:34,"How many projects begin with wiring a microcontroller, buttons, LEDs, and an LCD screen to a breadboard? Whether your answer is once-in-a-while or very often, like Josh Kittle of Project: Blue Smoke Monster, you need to check out his Practical IoT Microcontroller Trainer kit. This kitchen sink platform contains all of the essential elements used to prototype microcontroller-based electronic circuits — just add jumper wires!
⠀⠀⠀⠀⠀⠀⠀⠀⠀
// 🔹 bit.ly/practical-iot
⠀⠀⠀⠀⠀⠀⠀⠀⠀
// 📷 bluesmokemonster.com
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#hackster #esp32 #esp8266 #arduino #raspberrypi #bluetooth #oledscreen #oleddisplay #ssd1306 #ws2812 
#rgbleds #rotaryencoders #breadboard #prototyping #microcontrollers #microcontroller #engineering",15,2899,False,,True,"hackster,esp32,esp8266,arduino,raspberrypi,bluetooth,oledscreen,oleddisplay,ssd1306,ws2812,rgbleds,rotaryencoders,breadboard,prototyping,microcontrollers,microcontroller,engineering"
4477803392,https://www.instagram.com/p/CFezPQOj7gk/,2020-09-23 13:47:23,"Small #laboratorywork scene. The #blackberrypriv makes for a great #seconddisplay for bringing #pinout and similar diagrams close to the #breadboard or the #multimeter. Here, I wire up a #raspberrypi3 with an #SSD1306 #oleddisplay - as always, for #linkedinlearning, whose German division currently works on a #windows10foriot training for #embeddedsoftware beginners.

#programmierenlernen #learnprogramming #VisualStudio #visualstudio2017 #visualstudio2019 #embeddedwindows #windows10devices #raspberrypiproject #raspberrypi3b #laborarbeit #nerdlife #engineering #visualcsharp #visualbasic #dotnetcore #dotnetprogrammer #dotnetframework #linkedinlearninginstructor",2,407,False,,True,"laboratorywork,blackberrypriv,seconddisplay,pinout,breadboard,multimeter.,raspberrypi3,SSD1306,oleddisplay,linkedinlearning,,windows10foriot,embeddedsoftware,programmierenlernen,learnprogramming,VisualStudio,visualstudio2017,visualstudio2019,embeddedwindows,windows10devices,raspberrypiproject,raspberrypi3b,laborarbeit,nerdlife,engineering,visualcsharp,visualbasic,dotnetcore,dotnetprogrammer,dotnetframework,linkedinlearninginstructor"
3548091027,https://www.instagram.com/p/BY8zbESAfot/,2017-09-12 17:53:29,#esp8266 #ssd1306 компановка букав на экране,0,9,False,,False,"esp8266,ssd1306"
3548091027,https://www.instagram.com/p/BY8roe9gyuM/,2017-09-12 16:45:24,#esp8266wifi  #ssd1306,0,9,False,,False,"esp8266wifi,ssd1306"
1793236182,https://www.instagram.com/p/BY6eiT5naq7/,2017-09-11 20:12:29,"Что-то уже работает. Отлично.
#stm32 #ssd1306 #ds1307 #ds18b20 #hcsr04",1,15,False,,False,"stm32,ssd1306,ds1307,ds18b20,hcsr04"
257058201,https://www.instagram.com/p/BYhB0rJjsaJ/,2017-09-01 23:00:34,#armbian #oled #orangepizero #orangepi #ssd1306 #raspberrypi #display,0,52,True,202.0,False,"armbian,oled,orangepizero,orangepi,ssd1306,raspberrypi,display"
391133905,https://www.instagram.com/p/BYWUmJWg-ER/,2017-08-28 19:12:58,"اینم از یه کار جدید با کنترلر آرم stm32f030
این دستگاه میسکالر هست و کافیه شماره کسی که میخواید بهش میسکال بزنید و دستور شروع رو بفرستید و تمام!!!
تا زمانی که دستگاه روشنه یا شما دستور توقف رو نفرستید همینجور به طرف زنگ میزنه 😲😲
کسی مزاحم داشت خبر بده☺☺
#stm #stm32 #ssd1306 #sim800 #iar",21,176,False,,False,"stm,stm32,ssd1306,sim800,iar"
